Name,WeightClassKg,BodyweightKg,Division,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Place,Event,Sex,Equipment,meetid,Federation,Date,MeetCountry,MeetState,MeetTown,MeetName,Age,Team,BirthYear,BirthDate,State,Country,IPFGL
Amanda Brown,84,82.65,Open,120.0,-127.5,-127.5,120.0,75.0,80.0,-82.5,80.0,145.0,-150.0,150.0,150.0,350.0,1,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,33.0,0,0.0,0,0,0,66.52
Shien Ting Lim,84,82.65,Open,90.0,102.5,110.0,110.0,60.0,67.5,72.5,72.5,130.0,-142.5,-142.5,130.0,312.5,2,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,21.0,0,0.0,0,0,0,59.4
Felicity Thompson,84,78.6,Open,90.0,97.5,102.5,102.5,60.0,67.5,-70.0,67.5,112.5,120.0,122.5,122.5,292.5,3,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,30.0,0,0.0,0,0,0,56.79
Fatima Delane,84,83.25,Open,70.0,80.0,-85.0,80.0,42.5,47.5,50.0,50.0,107.5,117.5,125.0,125.0,255.0,4,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,55.0,0,0.0,0,0,0,48.33
Claire Finch,84+,115.1,Open,155.0,165.0,170.0,170.0,75.0,80.0,82.5,82.5,150.0,160.0,-165.0,160.0,412.5,1,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,37.0,0,0.0,0,0,0,71.24
Rebekah Jasmin Moyle,84+,107.05,Open,-65.0,-70.0,70.0,70.0,67.5,72.5,-80.0,72.5,100.0,110.0,125.0,125.0,267.5,2,SBD,F,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,22.0,0,0.0,0,0,0,46.9
Leonardo Sucitra,74,73.15,Open,232.5,-242.5,-242.5,232.5,135.0,140.0,145.0,145.0,270.0,285.0,-292.5,285.0,662.5,1,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,22.0,0,0.0,0,0,0,97.85
Lewis Lusted,74,73.2,Open,200.0,212.5,217.5,217.5,160.0,167.5,170.0,170.0,210.0,220.0,225.0,225.0,612.5,2,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,29.0,0,0.0,0,0,0,90.43
Stefan Chandra,74,73.0,Open,-167.5,167.5,180.0,180.0,97.5,105.0,-110.0,105.0,195.0,205.0,217.5,217.5,502.5,3,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,29.0,0,0.0,0,0,0,74.3
Nicholas Jaie Lizzi,74,72.6,Open,-147.5,-155.0,160.0,160.0,-115.0,120.0,-125.0,120.0,180.0,190.0,200.0,200.0,480.0,4,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,23.0,0,0.0,0,0,0,71.17
Gerard Green,74,71.8,Open,145.0,155.0,-162.5,155.0,117.5,125.0,130.0,130.0,167.5,182.5,-195.0,182.5,467.5,5,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,25.0,0,0.0,0,0,0,69.72
Kevin Mcilwaine,74,72.0,Open,175.0,-180.0,182.5,182.5,-90.0,-92.5,92.5,92.5,180.0,185.0,-192.5,185.0,460.0,6,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,19.0,0,0.0,0,0,0,68.5
Edward Yap,74,71.45,Open,130.0,145.0,150.0,150.0,85.0,95.0,-100.0,95.0,175.0,187.5,195.0,195.0,440.0,7,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,22.0,0,0.0,0,0,0,65.79
Jeffrey Lin #2,74,71.95,Open,-140.0,140.0,-142.5,140.0,85.0,92.5,100.0,100.0,170.0,180.0,190.0,190.0,430.0,8,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,36.0,0,0.0,0,0,0,64.06
David Gaffney,74,73.9,Open,-137.5,-145.0,150.0,150.0,87.5,95.0,-102.5,95.0,140.0,152.5,165.0,165.0,410.0,9,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,23.0,0,0.0,0,0,0,60.23
Isheanesu Nyandoro,83,81.8,Open,230.0,237.5,242.5,242.5,-152.5,152.5,160.0,160.0,270.0,280.0,-290.0,280.0,682.5,1,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,27.0,0,0.0,0,0,0,95.18
Callan Gibbons,83,82.85,Open,222.5,232.5,-240.0,232.5,132.5,140.0,145.0,145.0,285.0,-297.5,-307.5,285.0,662.5,2,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,25.0,0,0.0,0,0,0,91.79
Alex Hickling,83,81.1,Open,160.0,170.0,175.0,175.0,105.0,115.0,-120.0,115.0,220.0,235.0,242.5,242.5,532.5,3,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,27.0,0,0.0,0,0,0,74.58
Jonty Hollins,83,79.7,Open,165.0,172.5,-177.5,172.5,105.0,-112.5,-112.5,105.0,-195.0,195.0,197.5,197.5,475.0,4,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,23.0,0,0.0,0,0,0,67.12
David Raykos,83,79.7,Open,152.5,162.5,170.0,170.0,92.5,-100.0,102.5,102.5,187.5,200.0,-205.0,200.0,472.5,5,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,21.0,0,0.0,0,0,0,66.77
Darren Chase,93,91.25,Open,-160.0,165.0,170.0,170.0,100.0,107.5,-112.5,107.5,215.0,225.0,232.5,232.5,510.0,1,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,37.0,0,0.0,0,0,0,67.34
Leslie Harris #2,105,103.45,Open,175.0,185.0,-200.0,185.0,95.0,105.0,-110.0,105.0,220.0,240.0,-247.5,240.0,530.0,1,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,37.0,0,0.0,0,0,0,65.89
Chris Fleming,105,102.3,Open,125.0,140.0,152.5,152.5,125.0,140.0,-150.0,140.0,200.0,220.0,232.5,232.5,525.0,2,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,22.0,0,0.0,0,0,0,65.61
Tony Luc,105,100.85,Open,180.0,190.0,200.0,200.0,102.5,-107.5,107.5,107.5,185.0,195.0,207.5,207.5,515.0,3,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,22.0,0,0.0,0,0,0,64.8
Ryan Fredericks,120,107.6,Open,220.0,-235.0,245.0,245.0,165.0,172.5,-185.0,172.5,275.0,290.0,310.0,310.0,727.5,1,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,34.0,0,0.0,0,0,0,88.81
Louis Dunstan,120,117.45,Open,115.0,130.0,140.0,140.0,90.0,100.0,105.0,105.0,140.0,155.0,165.0,165.0,410.0,2,SBD,M,Raw,1806,APU,2018-05-13,Australia,WA,Perth,Perth Open,40.0,0,0.0,0,0,0,48.11
Chantelle Shepard,72,71.6,Open,65.0,70.0,75.0,75.0,35.0,37.5,40.0,40.0,95.0,105.0,110.0,110.0,225.0,1,SBD,F,Raw,1807,APU,2018-05-26,Australia,QLD,Gympie,Gympie Open and Novice Challenge,0.0,0,0.0,0,0,0,45.69
Kelly Reynard,63,62.9,Open,0.0,0.0,0.0,0.0,-60.0,60.0,-62.5,60.0,0.0,0.0,0.0,0.0,60.0,1,B,F,Raw,1807,APU,2018-05-26,Australia,QLD,Gympie,Gympie Open and Novice Challenge,0.0,0,0.0,0,0,0,50.11
Kristin Perissinotto,84,77.7,Open,0.0,0.0,0.0,0.0,87.5,92.5,100.0,100.0,0.0,0.0,0.0,0.0,100.0,1,B,F,Raw,1807,APU,2018-05-26,Australia,QLD,Gympie,Gympie Open and Novice Challenge,0.0,0,0.0,0,0,0,76.26
Nigel Daniel,93,91.7,Open,160.0,170.0,180.0,180.0,110.0,115.0,122.5,122.5,190.0,205.0,220.0,220.0,522.5,1,SBD,M,Raw,1807,APU,2018-05-26,Australia,QLD,Gympie,Gympie Open and Novice Challenge,0.0,0,0.0,0,0,0,68.83
Maria Muipu,84,80.9,Juniors,140.0,147.5,152.5,152.5,72.5,77.5,-80.0,77.5,125.0,132.5,-140.0,132.5,362.5,1,SBD,F,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,69.51
Kelly Wanray,84+,99.4,Open,130.0,140.0,150.0,150.0,65.0,70.0,75.0,75.0,160.0,170.0,180.0,180.0,405.0,1,SBD,F,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,72.35
Elyssa Kelly,84+,103.6,Open,-142.5,142.5,150.0,150.0,65.0,70.0,72.5,72.5,150.0,165.0,175.0,175.0,397.5,2,SBD,F,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,RSS,0.0,0,0,0,70.25
Michaela Bindley,84+,89.9,Open,115.0,-125.0,125.0,125.0,70.0,75.0,77.5,77.5,120.0,135.0,140.0,140.0,342.5,3,SBD,F,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,RSS,0.0,0,0,0,63.1
Justin Dalziel,74,69.6,Open,127.5,137.5,142.5,142.5,85.0,95.0,-97.5,95.0,155.0,170.0,180.0,180.0,417.5,1,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,RSS,0.0,0,0,0,63.29
Zane Haworth,83,82.5,Juniors,217.5,225.0,230.0,230.0,120.0,127.5,132.5,132.5,215.0,225.0,-232.5,225.0,587.5,2,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,81.57
Alfred Pope,83,81.4,Juniors,180.0,-182.5,-182.5,180.0,110.0,117.5,122.5,122.5,220.0,235.0,-250.0,235.0,537.5,3,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,75.14
Corey Stefaniak,83,82.2,Juniors,177.5,185.0,190.0,190.0,-110.0,-110.0,110.0,110.0,185.0,195.0,205.0,205.0,505.0,5,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,70.25
Scott Meiklejohn,83,82.1,Open,207.5,220.0,227.5,227.5,140.0,150.0,157.5,157.5,237.5,-255.0,-255.0,237.5,622.5,2,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,PP,0.0,0,0,0,86.65
Lachlan Green,83,80.7,Open,185.0,-200.0,-200.0,185.0,120.0,125.0,-130.0,125.0,205.0,-212.5,-212.5,205.0,515.0,4,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,PP,0.0,0,0,0,72.31
Thomas Monk,83,81.2,Open,147.5,157.5,162.5,162.5,80.0,85.0,90.0,90.0,-165.0,175.0,185.0,185.0,437.5,6,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,PP,0.0,0,0,0,61.24
Abe Walton,105,101.6,Open,222.5,237.5,247.5,247.5,172.5,-185.0,-190.0,172.5,262.5,282.5,-292.5,282.5,702.5,1,SBD,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,PP,0.0,0,0,0,88.08
Kelly Renyard,63,61.9,Open,0.0,0.0,0.0,0.0,-62.5,62.5,-65.0,62.5,0.0,0.0,0.0,0.0,62.5,1,B,F,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,52.68
Tyson Schmidt,83,81.8,Open,0.0,0.0,0.0,0.0,155.0,162.5,-167.5,162.5,0.0,0.0,0.0,0.0,162.5,1,B,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,82.24
Damien Giles,93,91.8,Open,0.0,0.0,0.0,0.0,127.5,135.0,-140.0,135.0,0.0,0.0,0.0,0.0,135.0,1,B,M,Raw,1808,APU,2018-07-21,Australia,QLD,Yatala,QLD Open,0.0,0,0.0,0,0,0,64.46
Helen Allen,57,55.85,Open,105.0,110.0,-115.0,110.0,60.0,65.0,-67.5,65.0,150.0,165.0,-170.0,165.0,340.0,1,SBD,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1961.0,0,0,0,66.02
Louise Sutton,57,56.8,Open,80.0,90.0,-95.0,90.0,50.0,55.0,-60.0,55.0,110.0,-120.0,120.0,120.0,265.0,2,SBD,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1965.0,0,0,0,50.91
Leeane Hall,63,58.85,Open,100.0,110.0,120.0,120.0,57.5,-65.0,-65.0,57.5,132.5,142.5,-147.5,142.5,320.0,1,SBD,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1970.0,0,0,0,60.13
Courtney Miller,72,71.55,Open,137.5,145.0,150.0,150.0,67.5,72.5,-75.0,72.5,160.0,-172.5,-172.5,160.0,382.5,2,SBD,F,Raw,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1993.0,0,0,0,77.71
Kirsten Ramage,72,71.75,Open,-125.0,-125.0,-125.0,0.0,72.5,77.5,-82.5,77.5,-142.5,-142.5,0.0,0.0,0.0,DQ,SBD,F,Raw,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1976.0,0,0,0,0.0
Melanie Green,72,70.95,Open,165.0,-172.5,-175.0,165.0,90.0,-95.0,95.0,95.0,185.0,195.0,200.0,200.0,460.0,1,SBD,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1980.0,0,0,0,77.97
Sylvia McKenzie,84+,134.7,Open,-180.0,180.0,-200.0,180.0,100.0,110.0,-115.0,110.0,177.5,190.0,-202.5,190.0,480.0,1,SBD,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1978.0,1978-07-11,0,0,66.4
Levi Hall,74,67.95,Open,155.0,167.5,180.0,180.0,67.5,75.0,80.0,80.0,140.0,150.0,160.0,160.0,420.0,1,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,2003.0,0,0,0,55.12
Max Bristow,74,69.65,Open,100.0,120.0,130.0,130.0,72.5,77.5,-82.5,77.5,170.0,180.0,190.0,190.0,397.5,2,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1944.0,0,0,0,51.28
Lachlan Green,83,82.3,Open,210.0,227.5,237.5,237.5,165.0,-170.0,170.0,170.0,205.0,215.0,222.5,222.5,630.0,1,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1990.0,0,0,0,73.11
Tom Evil,83,80.55,Open,200.0,-220.0,-220.0,200.0,115.0,120.0,-125.0,120.0,265.0,280.0,-282.5,280.0,600.0,2,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1989.0,0,0,0,70.53
Rod Sutton,83,78.4,Open,150.0,170.0,180.0,180.0,125.0,135.0,-140.0,135.0,150.0,170.0,175.0,175.0,490.0,3,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1967.0,0,0,0,58.55
Dale Burgoyne,83,78.5,Open,110.0,120.0,130.0,130.0,-80.0,80.0,90.0,90.0,120.0,132.5,145.0,145.0,365.0,4,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1973.0,0,0,0,43.58
Evan McCloy,93,91.4,Open,-240.0,240.0,-260.0,240.0,210.0,220.0,-230.0,220.0,210.0,220.0,230.0,230.0,690.0,1,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1987.0,0,0,0,75.51
Joel Hudson,93,88.4,Open,210.0,220.0,-230.0,220.0,130.0,135.0,140.0,140.0,190.0,205.0,-215.0,205.0,565.0,2,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1979.0,0,0,0,62.96
Joneil Yuzon,105,97.2,Open,240.0,260.0,0.0,260.0,140.0,150.0,160.0,160.0,260.0,280.0,-300.0,280.0,700.0,1,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1990.0,0,0,0,74.23
Jordan Prendergast,105,95.8,Open,207.5,217.5,225.0,225.0,110.0,120.0,-127.5,120.0,245.0,260.0,-270.0,260.0,605.0,2,SBD,M,Raw,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1993.0,0,0,0,78.02
Florian Loock,120,106.4,Open,275.0,290.0,-305.0,290.0,220.0,235.0,245.0,245.0,280.0,-300.0,-300.0,280.0,815.0,1,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1982.0,0,0,0,82.81
Jamie Connolly,120+,158.1,Open,345.0,-360.0,360.0,360.0,-245.0,245.0,-262.5,245.0,300.0,-322.5,335.0,335.0,940.0,1,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1983.0,0,0,0,83.29
Murray Wilkinson,120+,127.7,Open,145.0,155.0,165.0,165.0,160.0,175.0,185.0,185.0,170.0,182.5,192.5,192.5,542.5,2,SBD,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1968.0,0,0,0,51.24
Lee Pickles,52,49.5,Open,0.0,0.0,0.0,0.0,40.0,42.5,45.0,45.0,0.0,0.0,0.0,0.0,45.0,1,B,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1965.0,0,0,0,32.51
Julie Henderson,84,81.75,Open,0.0,0.0,0.0,0.0,-90.0,-90.0,90.0,90.0,0.0,0.0,0.0,0.0,90.0,1,B,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1966.0,0,0,0,47.5
Temaleti Huakau,84+,150.8,Open,0.0,0.0,0.0,0.0,100.0,110.0,-120.0,110.0,0.0,0.0,0.0,0.0,110.0,1,B,F,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1988.0,0,0,0,50.56
Jonathon George,66,65.45,Open,0.0,0.0,0.0,0.0,160.0,170.0,-180.0,170.0,0.0,0.0,0.0,0.0,170.0,1,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1989.0,0,0,0,74.4
Benson Burgoyne,93,84.3,Open,0.0,0.0,0.0,0.0,125.0,130.0,-137.5,130.0,0.0,0.0,0.0,0.0,130.0,1,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,2001.0,0,0,0,45.77
Bradley Freestone,105,99.2,Open,0.0,0.0,0.0,0.0,185.0,192.5,-197.5,192.5,0.0,0.0,0.0,0.0,192.5,1,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1987.0,0,0,0,61.46
Patrick Whymark,105,102.6,Open,0.0,0.0,0.0,0.0,172.5,-177.5,177.5,177.5,0.0,0.0,0.0,0.0,177.5,2,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1962.0,0,0,0,55.72
Alexander Asfaganov,105,95.75,Open,0.0,0.0,0.0,0.0,160.0,170.0,175.0,175.0,0.0,0.0,0.0,0.0,175.0,3,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1966.0,0,0,0,56.94
Richard Hozjan,120,116.0,Open,0.0,0.0,0.0,0.0,255.0,-270.0,-277.5,255.0,0.0,0.0,0.0,0.0,255.0,1,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1982.0,0,0,0,75.94
Jay Rovacsek,120,116.1,Open,0.0,0.0,0.0,0.0,200.0,-210.0,-210.0,200.0,0.0,0.0,0.0,0.0,200.0,2,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1992.0,0,0,0,59.54
Murray Wilkinson,120+,127.7,Open,0.0,0.0,0.0,0.0,165.0,182.5,192.5,192.5,0.0,0.0,0.0,0.0,192.5,1,B,M,Single-ply,1809,APU,2018-07-15,Australia,NSW,Penrith,National Equipped Powerlifting and Bench Press,0.0,0,1968.0,0,0,0,55.49
Iman M. Khaer,59,55.9,Open,90.0,102.5,110.0,110.0,85.0,92.5,-97.5,92.5,130.0,140.0,145.0,145.0,347.5,1,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,22.0,0,0.0,0,0,0,59.19
Leonardo Sucitra,74,73.9,Open,235.0,245.0,-250.0,245.0,140.0,145.0,150.0,150.0,275.0,290.0,295.0,295.0,690.0,1,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,22.0,0,0.0,0,0,0,101.37
Lewis Lusted,74,73.05,Open,205.0,215.0,-220.0,215.0,165.0,172.5,175.0,175.0,210.0,220.0,-227.5,220.0,610.0,2,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,29.0,0,0.0,0,0,0,90.16
Jesse Clewes,74,73.0,Open,170.0,180.0,-190.0,180.0,110.0,-115.0,0.0,110.0,205.0,215.0,-227.5,215.0,505.0,3,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,18.0,0,0.0,0,0,0,74.66
Kevin Mcilwaine,74,73.45,Open,182.5,-190.0,190.0,190.0,-95.0,95.0,-100.0,95.0,187.5,195.0,200.0,200.0,485.0,4,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,19.0,0,0.0,0,0,0,71.48
Edward Yap,74,72.15,Open,140.0,150.0,160.0,160.0,92.5,100.0,-102.5,100.0,190.0,200.0,-210.0,200.0,460.0,5,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,23.0,0,0.0,0,0,0,68.43
Dominic Leah,83,81.65,Open,260.0,-275.0,-275.0,260.0,157.5,165.0,-167.5,165.0,237.5,245.0,-255.0,245.0,670.0,1,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,23.0,0,0.0,0,0,0,93.52
Nicholas Jaie Lizzi,83,81.15,Open,152.5,162.5,170.0,170.0,117.5,122.5,127.5,127.5,177.0,190.0,202.5,202.5,500.0,2,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,24.0,0,0.0,0,0,0,70.01
Tanaka Kufa,83,77.25,Open,145.0,155.0,162.5,162.5,115.0,122.5,130.0,130.0,190.0,205.0,-215.0,205.0,497.5,3,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,23.0,0,0.0,0,0,0,71.43
Jonty Hollins,83,81.85,Open,167.5,-175.0,-175.0,167.5,-102.5,102.5,110.0,110.0,200.0,210.0,-225.0,210.0,487.5,4,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,24.0,0,0.0,0,0,0,67.96
Saqib Rahman,83,81.5,Open,165.0,172.5,180.0,180.0,100.0,105.0,110.0,110.0,180.0,190.0,-200.0,190.0,480.0,5,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,25.0,0,0.0,0,0,0,67.06
Paul Rucci,93,91.8,Open,200.0,210.0,215.0,215.0,140.0,145.0,147.5,147.5,215.0,230.0,-237.5,230.0,592.5,1,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,40.0,0,0.0,0,0,0,78.01
Darren Chase,93,91.45,Open,160.0,-172.5,-172.5,160.0,105.0,-112.5,112.5,112.5,220.0,230.0,240.0,240.0,512.5,2,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,38.0,0,0.0,0,0,0,67.6
Tony Luc,93,91.35,Open,180.0,190.0,195.0,195.0,100.0,105.0,-110.0,105.0,185.0,192.5,210.0,210.0,510.0,3,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,22.0,0,0.0,0,0,0,67.31
Sebastian Trevenen,93,87.0,Open,-145.0,145.0,160.0,160.0,120.0,-130.0,-130.0,120.0,190.0,200.0,215.0,215.0,495.0,4,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,34.0,0,0.0,0,0,0,66.92
Domenico Misitano,93,92.5,Open,157.5,170.0,177.5,177.5,105.0,112.5,-117.5,112.5,172.5,185.0,195.0,195.0,485.0,5,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,24.0,0,0.0,0,0,0,63.62
David Westwater,93,90.45,Open,162.5,170.0,177.5,177.5,80.0,-87.5,-87.5,80.0,175.0,182.5,195.0,195.0,452.5,6,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,44.0,0,0.0,0,0,0,60.01
Wei Shen Wang,105,96.65,Open,220.0,235.0,242.5,242.5,125.0,135.0,140.0,140.0,230.0,245.0,-255.0,245.0,627.5,1,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,22.0,0,0.0,0,0,0,80.57
Charlie Catanho,105,103.8,Open,180.0,190.0,0.0,190.0,130.0,-140.0,-140.0,130.0,235.0,245.0,-252.5,245.0,565.0,2,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,28.0,0,0.0,0,0,0,70.13
Leslie Harris #2,105,104.95,Open,177.5,185.0,190.0,190.0,100.0,107.5,-110.0,107.5,220.0,235.0,-245.0,235.0,532.5,3,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,37.0,0,0.0,0,0,0,65.76
Jake Ruwhiu,120,114.2,Open,220.0,232.5,247.5,247.5,155.0,167.5,-180.0,167.5,270.0,292.5,300.0,300.0,715.0,1,SBD,M,Raw,1810,APU,2018-08-19,Australia,WA,Perth,WA State Powerlifting Championships,26.0,0,0.0,0,0,0,84.96
